Age,Gender,Marital_Status,Occupation,Monthly_Income,Educational_Qualifications,Family_size,Latitude,Longitude,Pin_code,Medium,Meal,Preference,Ease_and_convenient,Time_saving,More_Offers_and_Discount,Health_Concern,Poor_Hygiene,Bad_past_experience,Unaffordable,Order_Time,Maximum_wait_time,Buy_again
25,Male,Single,Self Employeed,10001 to 25000,Graduate,3,13.0206,77.6479,560043,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),60 minutes,Yes
21,Male,Single,Student,No Income,Graduate,2,13.0012,77.5995,560046,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),30 minutes,No
23,Male,Single,Student,No Income,Graduate,3,13.0223,77.7132,560049,Food delivery apps,Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
24,Female,Single,Employee,10001 to 25000,Post Graduate,4,12.9337,77.59,560011,Food delivery apps,Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Anytime (Mon-Sun),45 minutes,Yes
32,Male,Married,Self Employeed,10001 to 25000,School,3,12.982,77.6256,560008,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Weekend (Sat & Sun),45 minutes,Yes
28,Male,Married,Employee,25001 to 50000,Post Graduate,5,13.0262,77.62,560045,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Neutral,Anytime (Mon-Sun),45 minutes,Yes
26,Male,Single,Employee,10001 to 25000,Graduate,2,12.9217,77.5936,560041,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Neutral,Disagree,Neutral,Disagree,Agree,Weekend (Sat & Sun),30 minutes,No
31,Female,Married,House wife,No Income,Graduate,5,13.0078,77.5577,560055,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Neutral,Agree,Neutral,Disagree,Disagree,Anytime (Mon-Sun),60 minutes,Yes
27,Female,Married,Self Employeed,25001 to 50000,Graduate,3,13.0078,77.5577,560055,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Anytime (Mon-Sun),45 minutes,Yes
21,Female,Single,Student,No Income,Post Graduate,1,12.9217,77.5936,560041,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Weekend (Sat & Sun),30 minutes,Yes
23,Female,Single,Student,No Income,Graduate,2,12.9105,77.4842,560060,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly disagree,Disagree,Neutral,Agree,Neutral,Disagree,Anytime (Mon-Sun),45 minutes,No
26,Male,Married,Employee,10001 to 25000,Graduate,4,12.9105,77.4842,560060,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,No
32,Male,Married,Employee,More than 50000,Graduate,5,12.9037,77.5376,560061,Web browser,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Anytime (Mon-Sun),30 minutes,Yes
25,Female,Married,Student,No Income,Post Graduate,2,12.8834,77.5486,560062,Food delivery apps,Snacks,Sweets,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
28,Male,Single,Self Employeed,10001 to 25000,Post Graduate,2,12.9149,77.5635,560070,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Neutral,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
21,Female,Single,Student,No Income,Post Graduate,3,12.9149,77.5635,560070,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
24,Male,Single,Student,No Income,Post Graduate,2,12.9706,77.6529,560075,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
26,Female,Married,Self Employeed,10001 to 25000,Graduate,5,12.9706,77.6529,560075,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Anytime (Mon-Sun),45 minutes,No
32,Male,Married,Employee,25001 to 50000,Graduate,3,12.9706,77.6529,560075,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
29,Male,Single,Self Employeed,More than 50000,Graduate,6,12.8845,77.6036,560076,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Weekend (Sat & Sun),More than 60 minutes,Yes
21,Male,Single,Student,No Income,Graduate,5,12.9783,77.6408,560038,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,Yes
24,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,13.0103,77.5796,560080,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Anytime (Mon-Sun),30 minutes,No
26,Male,Prefer not to say,Self Employeed,More than 50000,Post Graduate,2,13.0103,77.5796,560080,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
25,Male,Married,Employee,More than 50000,Ph.D,3,12.9306,77.5434,560085,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Anytime (Mon-Sun),30 minutes,Yes
29,Male,Single,Employee,25001 to 50000,Graduate,3,13.0641,77.5931,560092,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Anytime (Mon-Sun),45 minutes,No
22,Male,Single,Student,No Income,Graduate,3,13.0158,77.539,560096,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),30 minutes,Yes
24,Male,Single,Student,No Income,Graduate,2,12.9561,77.5921,560027,Direct call,Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Disagree,Disagree,Weekend (Sat & Sun),30 minutes,Yes
27,Male,Married,Employee,25001 to 50000,Graduate,2,12.8845,77.6036,560076,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Neutral,Anytime (Mon-Sun),30 minutes,Yes
23,Female,Single,Student,No Income,Post Graduate,3,12.9369,77.6407,560095,Food delivery apps,Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Anytime (Mon-Sun),15 minutes,No
32,Male,Married,Employee,More than 50000,Post Graduate,6,12.9369,77.6407,560095,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,Yes
22,Female,Single,Student,No Income,Graduate,2,12.9369,77.6407,560095,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),More than 60 minutes,Yes
28,Male,Married,Employee,25001 to 50000,Graduate,3,12.9369,77.6407,560095,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Weekend (Sat & Sun),60 minutes,Yes
23,Female,Single,Student,No Income,Post Graduate,2,13.0158,77.539,560096,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
30,Male,Married,Self Employeed,More than 50000,Graduate,1,13.0809,77.5565,560097,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Neutral,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Anytime (Mon-Sun),15 minutes,No
21,Male,Single,Student,No Income,Graduate,3,13.0641,77.5931,560092,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Yes
26,Female,Married,Employee,Below Rs.10000,Graduate,6,12.9859,77.6713,560093,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Anytime (Mon-Sun),30 minutes,No
25,Male,Single,Self Employeed,More than 50000,School,3,12.9859,77.6713,560093,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Anytime (Mon-Sun),60 minutes,Yes
31,Male,Prefer not to say,Employee,Below Rs.10000,Graduate,1,12.9866,77.4904,560091,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Strongly agree,Weekend (Sat & Sun),15 minutes,No
23,Female,Single,Employee,25001 to 50000,Post Graduate,2,12.9847,77.5491,560100,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Neutral,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
29,Female,Married,Employee,25001 to 50000,Ph.D,3,12.9847,77.5491,560100,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
21,Male,Single,Student,No Income,Graduate,6,12.9847,77.5491,560100,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
20,Male,Single,Student,No Income,Graduate,3,12.9299,77.6848,560103,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
22,Male,Single,Employee,10001 to 25000,Graduate,2,12.9299,77.6848,560103,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),More than 60 minutes,Yes
30,Female,Married,House wife,No Income,School,6,12.9828,77.6131,560042,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),30 minutes,No
27,Male,Married,Self Employeed,More than 50000,Graduate,3,12.989,77.5332,560079,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Neutral,Strongly agree,Neutral,Strongly agree,Disagree,Strongly disagree,Anytime (Mon-Sun),More than 60 minutes,Yes
23,Male,Single,Student,No Income,Post Graduate,2,12.977,77.5773,560009,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Weekend (Sat & Sun),45 minutes,No
30,Male,Married,Self Employeed,25001 to 50000,School,6,12.9251,77.4992,560059,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,No
23,Male,Single,Student,No Income,Post Graduate,3,12.9967,77.7582,560067,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
28,Female,Married,Employee,25001 to 50000,Post Graduate,6,12.9967,77.7582,560067,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),15 minutes,No
30,Male,Married,Self Employeed,More than 50000,Graduate,6,12.9967,77.7582,560067,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Anytime (Mon-Sun),60 minutes,Yes
24,Female,Married,Employee,25001 to 50000,Post Graduate,2,12.957,77.5637,560018,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),More than 60 minutes,Yes
21,Male,Single,Student,No Income,Graduate,2,12.957,77.5637,560018,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Anytime (Mon-Sun),30 minutes,No
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,3,12.9889,77.5741,560020,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,No
25,Male,Married,Self Employeed,More than 50000,Post Graduate,4,13.0206,77.6479,560043,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
24,Female,Single,Employee,25001 to 50000,Graduate,2,12.8893,77.6399,560068,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Anytime (Mon-Sun),45 minutes,Yes
26,Male,Married,Employee,10001 to 25000,Graduate,3,12.8893,77.6399,560068,Food delivery apps,Lunch,Sweets,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),15 minutes,No
25,Female,Single,Employee,25001 to 50000,Post Graduate,2,12.9967,77.7582,560067,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Disagree,Strongly disagree,Agree,Anytime (Mon-Sun),30 minutes,Yes
22,Male,Single,Student,25001 to 50000,Graduate,3,12.9783,77.6408,560038,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Disagree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Anytime (Mon-Sun),60 minutes,Yes
26,Female,Single,Employee,25001 to 50000,Post Graduate,2,12.9783,77.6408,560038,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Anytime (Mon-Sun),More than 60 minutes,Yes
23,Male,Single,Employee,10001 to 25000,Graduate,2,12.9925,77.5633,560021,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Weekdays (Mon-Fri),15 minutes,Yes
21,Female,Single,Employee,Below Rs.10000,Graduate,2,12.9925,77.5633,560021,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Weekend (Sat & Sun),30 minutes,No
25,Male,Married,Self Employeed,25001 to 50000,Graduate,3,12.9561,77.5921,560027,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Anytime (Mon-Sun),45 minutes,Yes
24,Female,Married,Employee,10001 to 25000,Post Graduate,2,12.9561,77.5921,560027,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Anytime (Mon-Sun),60 minutes,Yes
22,Male,Married,Student,No Income,Graduate,2,13.0734,77.5464,560014,Food delivery apps,Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
23,Female,Single,Student,No Income,Post Graduate,4,13.0487,77.5923,560024,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Disagree,Weekend (Sat & Sun),45 minutes,Yes
24,Male,Married,Employee,More than 50000,Post Graduate,3,12.9515,77.4921,560056,Food delivery apps,Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Yes
22,Female,Single,Student,No Income,Graduate,2,12.9515,77.4921,560056,Web browser,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Weekend (Sat & Sun),45 minutes,Yes
30,Male,Married,Employee,More than 50000,Graduate,5,12.9719,77.5128,560072,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,No
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,4,12.9048,77.6821,560036,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Weekend (Sat & Sun),30 minutes,Yes
19,Male,Single,Student,No Income,Graduate,6,12.9048,77.6821,560036,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Neutral,Agree,Agree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
21,Female,Single,Student,No Income,Graduate,2,13.0103,77.5796,560080,Food delivery apps,Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Anytime (Mon-Sun),45 minutes,Yes
23,Male,Single,Student,No Income,Graduate,4,13.0103,77.5796,560080,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Anytime (Mon-Sun),60 minutes,Yes
24,Female,Single,Employee,25001 to 50000,Graduate,3,12.8893,77.6399,560068,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Anytime (Mon-Sun),60 minutes,Yes
26,Female,Married,Employee,10001 to 25000,Post Graduate,2,12.9828,77.6131,560042,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),15 minutes,No
26,Female,Single,Student,No Income,Ph.D,2,12.9757,77.5586,560023,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),60 minutes,Yes
25,Female,Single,Student,10001 to 25000,Graduate,2,12.9757,77.5586,560023,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Yes
28,Female,Married,Employee,25001 to 50000,Graduate,5,12.9757,77.5586,560023,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Weekend (Sat & Sun),15 minutes,No
25,Female,Single,Student,No Income,Post Graduate,3,13.0734,77.5464,560014,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),More than 60 minutes,Yes
20,Female,Single,Student,No Income,Graduate,2,13.0734,77.5464,560014,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
27,Female,Married,Self Employeed,More than 50000,Graduate,6,13.0734,77.5464,560014,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Weekdays (Mon-Fri),15 minutes,No
25,Female,Married,Employee,25001 to 50000,Graduate,3,13.0626,77.5284,560015,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly disagree,Anytime (Mon-Sun),45 minutes,No
24,Female,Single,Student,No Income,Post Graduate,5,13.0626,77.5284,560015,Food delivery apps,Breakfast,Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Weekend (Sat & Sun),30 minutes,No
25,Female,Married,Employee,More than 50000,Graduate,1,12.977,77.5773,560009,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,No
25,Female,Prefer not to say,Employee,25001 to 50000,Post Graduate,3,12.998,77.6227,560005,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,No
24,Female,Married,Student,Below Rs.10000,Ph.D,5,13.0626,77.5284,560015,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Anytime (Mon-Sun),45 minutes,Yes
24,Male,Single,Student,No Income,Post Graduate,3,13.0626,77.5284,560015,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Weekend (Sat & Sun),45 minutes,Yes
22,Male,Single,Employee,10001 to 25000,Graduate,1,13.0138,77.5877,560006,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Yes
28,Male,Single,Employee,25001 to 50000,Post Graduate,2,13.0138,77.5877,560006,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Anytime (Mon-Sun),30 minutes,No
25,Female,Single,Employee,More than 50000,Post Graduate,6,13.014,77.5658,560012,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Disagree,Weekdays (Mon-Fri),15 minutes,No
22,Male,Single,Student,Below Rs.10000,Post Graduate,3,12.9551,77.6593,560017,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Neutral,Neutral,Agree,Agree,Agree,Anytime (Mon-Sun),45 minutes,Yes
22,Female,Single,Student,No Income,Graduate,6,12.9473,77.5616,560019,Food delivery apps,Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Neutral,Anytime (Mon-Sun),30 minutes,Yes
22,Male,Single,Student,Below Rs.10000,Post Graduate,4,12.985,77.5533,560010,Walk-in,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Weekend (Sat & Sun),30 minutes,Yes
27,Female,Married,Employee,More than 50000,Post Graduate,2,12.9299,77.6848,560103,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Anytime (Mon-Sun),45 minutes,Yes
22,Male,Single,Student,No Income,Graduate,3,12.977,77.5773,560009,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
24,Female,Single,Student,No Income,Post Graduate,3,12.9828,77.6131,560042,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Weekend (Sat & Sun),45 minutes,Yes
23,Female,Single,Student,No Income,Post Graduate,2,12.9766,77.5993,560001,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Anytime (Mon-Sun),30 minutes,Yes
23,Female,Single,Student,No Income,Post Graduate,4,12.9854,77.7081,560048,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Weekend (Sat & Sun),45 minutes,Yes
22,Female,Single,Student,No Income,Post Graduate,5,12.985,77.5533,560010,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Anytime (Mon-Sun),45 minutes,Yes
23,Male,Single,Student,Below Rs.10000,Post Graduate,2,12.977,77.5773,560009,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Weekend (Sat & Sun),45 minutes,Yes
32,Male,Married,Employee,More than 50000,Graduate,5,12.9037,77.5376,560061,Web browser,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Anytime (Mon-Sun),30 minutes,Yes
25,Female,Married,Student,No Income,Post Graduate,2,12.8834,77.5486,560062,Food delivery apps,Snacks,Sweets,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
28,Male,Single,Self Employeed,10001 to 25000,Post Graduate,2,12.9149,77.5635,560070,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Neutral,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
21,Female,Single,Student,No Income,Post Graduate,3,12.9149,77.5635,560070,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
24,Male,Single,Student,No Income,Post Graduate,2,12.9706,77.6529,560075,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
26,Female,Married,Self Employeed,10001 to 25000,Graduate,5,12.9706,77.6529,560075,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Anytime (Mon-Sun),45 minutes,No
32,Male,Married,Employee,25001 to 50000,Graduate,3,12.9706,77.6529,560075,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
29,Male,Single,Self Employeed,More than 50000,Graduate,6,12.8845,77.6036,560076,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Weekend (Sat & Sun),More than 60 minutes,Yes
21,Male,Single,Student,No Income,Graduate,5,12.9783,77.6408,560038,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,Yes
